# time, ED spin correlation, NQS regularization spin correlation, NQS diagonalization spin correlation, NQS geometric spin correlation
1.750000000000000167e-01, -6.379666425294291399e-01, -6.375579535456632474e-01, -6.375733598800465973e-01, -6.377684872478260880e-01
1.759999999999999898e-01, -6.390508530671339393e-01, -6.386421651963719581e-01, -6.386575405680644524e-01, -6.388526656354636124e-01
1.769999999999999907e-01, -6.401314899426496785e-01, -6.397228592756774024e-01, -6.397382017970218993e-01, -6.399332977169210901e-01
1.779999999999999916e-01, -6.412084321257759401e-01, -6.407999149823636609e-01, -6.408152227669234868e-01, -6.410102625787887920e-01
1.789999999999999925e-01, -6.422815590001134112e-01, -6.418732119216751242e-01, -6.418884830844503453e-01, -6.420834397178534214e-01
1.799999999999999933e-01, -6.433507503765748536e-01, -6.429426301187862736e-01, -6.429578627764314103e-01, -6.431527090545906544e-01
1.809999999999999942e-01, -6.444158865068430053e-01, -6.440080500322239443e-01, -6.440232423032723474e-01, -6.442179509466086085e-01
1.819999999999999951e-01, -6.454768480967851829e-01, -6.450693525672545059e-01, -6.450845025723288551e-01, -6.452790462020410178e-01
1.829999999999999960e-01, -6.465335163198121515e-01, -6.461264190891979897e-01, -6.461415249512367787e-01, -6.463358760928920033e-01
1.839999999999999969e-01, -6.475857728301873673e-01, -6.471791314367137948e-01, -6.471941912811834952e-01, -6.473883223683266630e-01
1.849999999999999978e-01, -6.486334997762821519e-01, -6.482273719350175600e-01, -6.482423838901316682e-01, -6.484362672679097050e-01
1.859999999999999987e-01, -6.496765798137733583e-01, -6.492710234090453003e-01, -6.492859856059850499e-01, -6.494795935347886795e-01
1.869999999999999996e-01, -6.507148961187870784e-01, -6.503099691965741336e-01, -6.503248797696979944e-01, -6.505181844288187021e-01
1.880000000000000004e-01, -6.517483324009826218e-01, -6.513440931612660689e-01, -6.513589502483290161e-01, -6.515519237396324437e-01
1.890000000000000013e-01, -6.527767729165764310e-01, -6.523732797056600585e-01, -6.523880814480323975e-01, -6.525806957996478364e-01
1.900000000000000022e-01, -6.538001024813063777e-01, -6.533974137841151997e-01, -6.534121583269931755e-01, -6.536043854970159384e-01
1.910000000000000031e-01, -6.548182064833305560e-01, -6.544163809156644529e-01, -6.544310664082946261e-01, -6.546228782885074038e-01
1.920000000000000040e-01, -6.558309708960647910e-01, -6.554300671968473768e-01, -6.554446917927272409e-01, -6.556360602123325609e-01
1.930000000000000049e-01, -6.568382822909538676e-01, -6.564383593144280660e-01, -6.564529211715292023e-01, -6.566438179008992071e-01
1.940000000000000058e-01, -6.578400278501745913e-01, -6.574411445580783386e-01, -6.574556418390626877e-01, -6.576460385935014585e-01
1.950000000000000067e-01, -6.588360953792715691e-01, -6.584383108329906475e-01, -6.584527417054210074e-01, -6.586426101489403218e-01
1.960000000000000075e-01, -6.598263733197222702e-01, -6.594297466724209356e-01, -6.594441093089671302e-01, -6.596334210580788726e-01
1.970000000000000084e-01, -6.608107507614330300e-01, -6.604153412501404530e-01, -6.604296338288000445e-01, -6.606183604563191647e-01
1.980000000000000093e-01, -6.617891174551590039e-01, -6.613949843928452754e-01, -6.614092050971528414e-01, -6.615973181360141897e-01
1.990000000000000102e-01, -6.627613638248534000e-01, -6.623685665924751165e-01, -6.623827136117134140e-01, -6.625701845588009009e-01
2.000000000000000111e-01, -6.637273809799391078e-01, -6.633359790184616411e-01, -6.633500505478703291e-01, -6.635368508678615163e-01
2.010000000000000120e-01, -6.646870607275047194e-01, -6.642971135298978425e-01, -6.643111077708880874e-01, -6.644972089001065507e-01
2.020000000000000129e-01, -6.656402955844212821e-01, -6.652518626876373631e-01, -6.652657778479970085e-01, -6.654511511982806882e-01
2.030000000000000138e-01, -6.665869787893814458e-01, -6.662001197663033336e-01, -6.662139540604100629e-01, -6.663985710229879400e-01
2.040000000000000147e-01, -6.675270043148560095e-01, -6.671417787662310417e-01, -6.671555304152568810e-01, -6.673393623646391992e-01
2.050000000000000155e-01, -6.684602668789685342e-01, -6.680767344253136786e-01, -6.680904016574371607e-01, -6.682734199553166388e-01
2.060000000000000164e-01, -6.693866619572873544e-01, -6.690048822307828047e-01, -6.690184632813904742e-01, -6.692006392805520676e-01
2.070000000000000173e-01, -6.703060857945323248e-01, -6.699261184308854533e-01, -6.699396115427834753e-01, -6.701209165910264609e-01
2.080000000000000182e-01, -6.712184354161947475e-01, -6.708403400464902910e-01, -6.708537434701087321e-01, -6.710341489141787852e-01
2.089999999999999913e-01, -6.721236086400707022e-01, -6.717474448826001865e-01, -6.717607568761996273e-01, -6.719402340657300021e-01
2.099999999999999922e-01, -6.730215040877052246e-01, -6.726473315397811792e-01, -6.726605503696571065e-01, -6.728390706611183658e-01
2.109999999999999931e-01, -6.739120211957470019e-01, -6.735398994254966354e-01, -6.735530233661830568e-01, -6.737305581268444588e-01
2.119999999999999940e-01, -6.747950602272108078e-01, -6.744250487653575821e-01, -6.744380760998307522e-01, -6.746145967117259667e-01
