# time, ED spin correlation, NQS regularization spin correlation, NQS diagonalization spin correlation, NQS geometric spin correlation
2.860000000000000320e-01, -8.482631062886830664e-02, -7.137166227854762068e-01, -7.137184835780204795e-01, -7.137720965271905360e-01
2.880000000000000338e-01, -9.008975573109768986e-02, -7.139281962832048078e-01, -7.139296845051694707e-01, -7.139719332046423617e-01
2.899999999999999800e-01, -9.547600404121847628e-02, -7.140921411737672919e-01, -7.140932547500067340e-01, -7.141240163807467400e-01
2.919999999999999818e-01, -1.009809191852666654e-01, -7.142083841700096469e-01, -7.142091211928650596e-01, -7.142282779928406100e-01
2.939999999999999836e-01, -1.066002736589819339e-01, -7.142768732650938146e-01, -7.142772319953675231e-01, -7.142846713568089534e-01
2.959999999999999853e-01, -1.123297520743242739e-01, -7.142975777551522354e-01, -7.142975566237802498e-01, -7.142931711870709188e-01
2.979999999999999871e-01, -1.181649544734787033e-01, -7.142704882535946265e-01, -7.142700858630258720e-01, -7.142537736086247424e-01
2.999999999999999889e-01, -1.241013997078073139e-01, -7.141956166954981367e-01, -7.141948318207582691e-01, -7.141664961587835814e-01
3.019999999999999907e-01, -1.301345288791507238e-01, -7.140729963326806207e-01, -7.140718279231106358e-01, -7.140313777796509775e-01
3.039999999999999925e-01, -1.362597088408381563e-01, -7.139026817192947183e-01, -7.139011288986319981e-01, -7.138484788007384285e-01
3.059999999999999942e-01, -1.424722357557160479e-01, -7.136847486878624691e-01, -7.136828107562199763e-01, -7.136178809125213185e-01
3.079999999999999960e-01, -1.487673387084642584e-01, -7.134192943160256872e-01, -7.134169707503490443e-01, -7.133396871298163244e-01
3.099999999999999978e-01, -1.551401833694238397e-01, -7.131064368840903667e-01, -7.131037273393171505e-01, -7.130140217462408447e-01
3.119999999999999996e-01, -1.615858757071252927e-01, -7.127463158212562488e-01, -7.127432201313868010e-01, -7.126410302797169249e-01
3.140000000000000013e-01, -1.680994657466638453e-01, -7.123390916463284706e-01, -7.123356098243784906e-01, -7.122208794043198843e-01
3.160000000000000031e-01, -1.746759513710369471e-01, -7.118849458953379061e-01, -7.118810781341764482e-01, -7.117537568811339588e-01
3.180000000000000049e-01, -1.813102821625243721e-01, -7.113840810413285531e-01, -7.113798277142467930e-01, -7.112398714715087999e-01
3.200000000000000067e-01, -1.879973632811602069e-01, -7.108367204048555710e-01, -7.108320820656846006e-01, -7.106794528446466197e-01
3.220000000000000084e-01, -1.947320593773205766e-01, -7.102431080550026810e-01, -7.102380854388274933e-01, -7.100727514753866210e-01
3.240000000000000102e-01, -2.015091985354187099e-01, -7.096035087014082032e-01, -7.095981027243851713e-01, -7.094200385326304703e-01
3.260000000000000120e-01, -2.083235762456828732e-01, -7.089182075767305191e-01, -7.089124193363275372e-01, -7.087216057585200568e-01
3.280000000000000138e-01, -2.151699594009630623e-01, -7.081875103097660107e-01, -7.081813410850432700e-01, -7.079777653382766101e-01
3.300000000000000155e-01, -2.220430903155011237e-01, -7.074117427906735367e-01, -7.074051940418059070e-01, -7.071888497611901192e-01
3.320000000000000173e-01, -2.289376907625742252e-01, -7.065912510258718360e-01, -7.065843243939812224e-01, -7.063552116723230689e-01
3.340000000000000191e-01, -2.358484660279130396e-01, -7.057264009843028374e-01, -7.057190982912610044e-01, -7.054772237151911707e-01
3.360000000000000209e-01, -2.427701089757842434e-01, -7.048175784352258555e-01, -7.048099016833787589e-01, -7.045552783656797713e-01
3.380000000000000226e-01, -2.496973041246074720e-01, -7.038651887768846427e-01, -7.038571401481896750e-01, -7.035897877567457437e-01
3.400000000000000244e-01, -2.566247317289850893e-01, -7.028696568560851565e-01, -7.028612387117907367e-01, -7.025811834948660906e-01
3.420000000000000262e-01, -2.635470718650053668e-01, -7.018314267796865735e-01, -7.018226416594742778e-01, -7.015299164671422449e-01
3.440000000000000280e-01, -2.704590085156820534e-01, -7.007509617168167226e-01, -7.007418123382576081e-01, -7.004364566406252601e-01
3.460000000000000298e-01, -2.773552336533940954e-01, -6.996287436934697235e-01, -6.996192329508325036e-01, -6.993012928517566840e-01
3.480000000000000315e-01, -2.842304513161902912e-01, -6.984652733777196865e-01, -6.984554043410945434e-01, -6.981249325888801982e-01
3.500000000000000333e-01, -2.910793816748277196e-01, -6.972610698572432320e-01, -6.972508457712947028e-01, -6.969079017653799779e-01
3.519999999999999796e-01, -2.978967650874209117e-01, -6.960166704078980526e-01, -6.960060946909746304e-01, -6.956507444849647781e-01
3.539999999999999813e-01, -3.046773661385884235e-01, -6.947326302549637900e-01, -6.947217064977638801e-01, -6.943540227985467439e-01
3.559999999999999831e-01, -3.114159776599946250e-01, -6.934095223261189656e-01, -6.933982542900338775e-01, -6.930183164533801898e-01
3.579999999999999849e-01, -3.181074247291987289e-01, -6.920479369959070537e-01, -6.920363286117591217e-01, -6.916442226341718014e-01
3.599999999999999867e-01, -3.247465686437412957e-01, -6.906484818230246292e-01, -6.906365371895534233e-01, -6.902323556963027018e-01
3.619999999999999885e-01, -3.313283108674145438e-01, -6.892117812795606202e-01, -6.891995046615149167e-01, -6.887833468912094581e-01
3.639999999999999902e-01, -3.378475969456887218e-01, -6.877384764727898503e-01, -6.877258722993360163e-01, -6.872978440845359804e-01
3.659999999999999920e-01, -3.442994203872828951e-01, -6.862292248592113397e-01, -6.862162977223420501e-01, -6.857765114663453287e-01
3.679999999999999938e-01, -3.506788265089061385e-01, -6.846846999522256949e-01, -6.846714546040361116e-01, -6.842200292544732276e-01
