# time, ED spin correlation, NQS spin correlation
1.549999999999999989e-01, -5.252310331253049469e-01, -5.250571821890192004e-01
1.559999999999999998e-01, -5.255068051378066762e-01, -5.253321865048266037e-01
1.570000000000000007e-01, -5.257831651433904074e-01, -5.256077911925046697e-01
1.580000000000000016e-01, -5.260600935095578468e-01, -5.258839767151965994e-01
1.590000000000000024e-01, -5.263375705634338875e-01, -5.261607234945271383e-01
1.600000000000000033e-01, -5.266155765931659349e-01, -5.264380119119996815e-01
1.610000000000000042e-01, -5.268940918493217884e-01, -5.267158223103881598e-01
1.620000000000000051e-01, -5.271730965462955165e-01, -5.269941349951408061e-01
1.630000000000000060e-01, -5.274525708637102239e-01, -5.272729302357800352e-01
1.640000000000000069e-01, -5.277324949478280347e-01, -5.275521882673063212e-01
1.650000000000000078e-01, -5.280128489129598535e-01, -5.278318892916052940e-01
1.660000000000000087e-01, -5.282936128428782352e-01, -5.281120134788577225e-01
1.670000000000000095e-01, -5.285747667922308102e-01, -5.283925409689487207e-01
1.680000000000000104e-01, -5.288562907879603703e-01, -5.286734518728823939e-01
1.690000000000000113e-01, -5.291381648307194041e-01, -5.289547262741965961e-01
1.700000000000000122e-01, -5.294203688962954013e-01, -5.292363442303799070e-01
1.710000000000000131e-01, -5.297028829370301617e-01, -5.295182857742904980e-01
1.720000000000000140e-01, -5.299856868832447665e-01, -5.298005309155761067e-01
1.730000000000000149e-01, -5.302687606446656599e-01, -5.300830596420980090e-01
1.740000000000000158e-01, -5.305520841118521735e-01, -5.303658519213519940e-01
1.750000000000000167e-01, -5.308356371576242738e-01, -5.306488877018955552e-01
1.759999999999999898e-01, -5.311193996384931948e-01, -5.309321469147719741e-01
1.769999999999999907e-01, -5.314033513960910726e-01, -5.312156094749408419e-01
1.779999999999999916e-01, -5.316874722586043545e-01, -5.314992552827028094e-01
1.789999999999999925e-01, -5.319717420422066523e-01, -5.317830642251323292e-01
1.799999999999999933e-01, -5.322561405524923739e-01, -5.320670161775058471e-01
1.809999999999999942e-01, -5.325406475859109090e-01, -5.323510910047347666e-01
1.819999999999999951e-01, -5.328252429312023697e-01, -5.326352685627961936e-01
1.829999999999999960e-01, -5.331099063708327757e-01, -5.329195287001652348e-01
1.839999999999999969e-01, -5.333946176824309049e-01, -5.332038512592484070e-01
1.849999999999999978e-01, -5.336793566402252553e-01, -5.334882160778171567e-01
1.859999999999999987e-01, -5.339641030164801183e-01, -5.337726029904408254e-01
1.869999999999999996e-01, -5.342488365829325403e-01, -5.340569918299215013e-01
1.880000000000000004e-01, -5.345335371122297285e-01, -5.343413624287262076e-01
1.890000000000000013e-01, -5.348181843793653467e-01, -5.346256946204220872e-01
1.900000000000000022e-01, -5.351027581631180308e-01, -5.349099682411100343e-01
1.910000000000000031e-01, -5.353872382474852420e-01, -5.351941631308581027e-01
1.920000000000000040e-01, -5.356716044231221163e-01, -5.354782591351338050e-01
1.930000000000000049e-01, -5.359558364887746507e-01, -5.357622361062375216e-01
1.940000000000000058e-01, -5.362399142527164431e-01, -5.360460739047357981e-01
1.950000000000000067e-01, -5.365238175341824345e-01, -5.363297524008908690e-01
1.960000000000000075e-01, -5.368075261648029839e-01, -5.366132514760934002e-01
1.970000000000000084e-01, -5.370910199900365001e-01, -5.368965510242919015e-01
1.980000000000000093e-01, -5.373742788706009632e-01, -5.371796309534203617e-01
1.990000000000000102e-01, -5.376572826839044472e-01, -5.374624711868292160e-01
2.000000000000000111e-01, -5.379400113254753091e-01, -5.377450516647110934e-01
2.010000000000000120e-01, -5.382224447103892695e-01, -5.380273523455241236e-01
2.020000000000000129e-01, -5.385045627746978258e-01, -5.383093532074216814e-01
2.030000000000000138e-01, -5.387863454768523352e-01, -5.385910342496696979e-01
2.040000000000000147e-01, -5.390677727991276535e-01, -5.388723754940719646e-01
2.050000000000000155e-01, -5.393488247490459964e-01, -5.391533569863884434e-01
2.060000000000000164e-01, -5.396294813607941387e-01, -5.394339587977537986e-01
2.070000000000000173e-01, -5.399097226966451668e-01, -5.397141610260930422e-01
2.080000000000000182e-01, -5.401895288483721247e-01, -5.399939437975368461e-01
2.089999999999999913e-01, -5.404688799386636600e-01, -5.402732872678335241e-01
2.099999999999999922e-01, -5.407477561225357832e-01, -5.405521716237586816e-01
2.109999999999999931e-01, -5.410261375887416291e-01, -5.408305770845229787e-01
2.119999999999999940e-01, -5.413040045611788864e-01, -5.411084839031795601e-01
2.129999999999999949e-01, -5.415813373002951181e-01, -5.413858723680248231e-01
2.139999999999999958e-01, -5.418581161044885297e-01, -5.416627228040016284e-01
2.149999999999999967e-01, -5.421343213115097370e-01, -5.419390155740948511e-01
2.159999999999999976e-01, -5.424099332998568723e-01, -5.422147310807281517e-01
2.169999999999999984e-01, -5.426849324901699134e-01, -5.424898497671564179e-01
2.179999999999999993e-01, -5.429592993466224593e-01, -5.427643521188548759e-01
2.190000000000000002e-01, -5.432330143783082876e-01, -5.430382186649058696e-01
2.200000000000000011e-01, -5.435060581406265801e-01, -5.433114299793823099e-01
2.210000000000000020e-01, -5.437784112366631506e-01, -5.435839666827279038e-01
2.220000000000000029e-01, -5.440500543185690097e-01, -5.438558094431341638e-01
2.230000000000000038e-01, -5.443209680889334878e-01, -5.441269389779135324e-01
2.240000000000000047e-01, -5.445911333021563605e-01, -5.443973360548693963e-01
2.250000000000000056e-01, -5.448605307658147545e-01, -5.446669814936632159e-01
2.260000000000000064e-01, -5.451291413420257248e-01, -5.449358561671759915e-01
2.270000000000000073e-01, -5.453969459488072768e-01, -5.452039410028689526e-01
2.280000000000000082e-01, -5.456639255614328388e-01, -5.454712169841355873e-01
2.290000000000000091e-01, -5.459300612137822917e-01, -5.457376651516561150e-01
2.300000000000000100e-01, -5.461953339996915568e-01, -5.460032666047420769e-01
2.310000000000000109e-01, -5.464597250742930790e-01, -5.462680025026794839e-01
2.320000000000000118e-01, -5.467232156553563094e-01, -5.465318540660678570e-01
2.330000000000000127e-01, -5.469857870246208620e-01, -5.467948025781536048e-01
2.340000000000000135e-01, -5.472474205291276705e-01, -5.470568293861606257e-01
2.350000000000000144e-01, -5.475080975825423746e-01, -5.473179159026135832e-01
2.360000000000000153e-01, -5.477677996664765958e-01, -5.475780436066609580e-01
2.370000000000000162e-01, -5.480265083318034414e-01, -5.478371940453875544e-01
2.380000000000000171e-01, -5.482842051999681221e-01, -5.480953488351284486e-01
2.390000000000000180e-01, -5.485408719642934638e-01, -5.483524896627721690e-01
2.399999999999999911e-01, -5.487964903912809778e-01, -5.486085982870637645e-01
2.409999999999999920e-01, -5.490510423219047142e-01, -5.488636565398994360e-01
2.419999999999999929e-01, -5.493045096729027854e-01, -5.491176463276157271e-01
2.429999999999999938e-01, -5.495568744380610049e-01, -5.493705496322777160e-01
2.439999999999999947e-01, -5.498081186894925310e-01, -5.496223485129575481e-01
2.449999999999999956e-01, -5.500582245789115143e-01, -5.498730251070073072e-01
2.459999999999999964e-01, -5.503071743389005288e-01, -5.501225616313303313e-01
2.469999999999999973e-01, -5.505549502841737830e-01, -5.503709403836422043e-01
2.479999999999999982e-01, -5.508015348128321165e-01, -5.506181437437296378e-01
2.489999999999999991e-01, -5.510469104076138880e-01, -5.508641541747009152e-01
2.500000000000000000e-01, -5.512910596371405347e-01, -5.511089542242321171e-01
2.510000000000000009e-01, -5.515339651571535828e-01, -5.513525265258070185e-01
2.520000000000000018e-01, -5.517756097117465508e-01, -5.515948537999501022e-01
2.530000000000000027e-01, -5.520159761345920790e-01, -5.518359188554526895e-01
2.540000000000000036e-01, -5.522550473501609547e-01, -5.520757045905967386e-01
2.550000000000000044e-01, -5.524928063749340312e-01, -5.523141939943666534e-01
2.560000000000000053e-01, -5.527292363186105950e-01, -5.525513701476596484e-01
2.570000000000000062e-01, -5.529643203853066291e-01, -5.527872162244860110e-01
2.580000000000000071e-01, -5.531980418747491912e-01, -5.530217154931643675e-01
2.590000000000000080e-01, -5.534303841834614657e-01, -5.532548513175107319e-01
2.600000000000000089e-01, -5.536613308059439298e-01, -5.534866071580192282e-01
2.610000000000000098e-01, -5.538908653358456391e-01, -5.537169665730375945e-01
2.620000000000000107e-01, -5.541189714671297395e-01, -5.539459132199335833e-01
2.630000000000000115e-01, -5.543456329952329842e-01, -5.541734308562566991e-01
2.640000000000000124e-01, -5.545708338182157027e-01, -5.543995033408917195e-01
2.650000000000000133e-01, -5.547945579379063297e-01, -5.546241146352050011e-01
2.660000000000000142e-01, -5.550167894610369412e-01, -5.548472488041821249e-01
2.670000000000000151e-01, -5.552375126003741279e-01, -5.550688900175623219e-01
2.680000000000000160e-01, -5.554567116758385437e-01, -5.552890225509596878e-01
2.690000000000000169e-01, -5.556743711156201249e-01, -5.555076307869821761e-01
2.700000000000000178e-01, -5.558904754572839835e-01, -5.557246992163398236e-01
2.710000000000000187e-01, -5.561050093488683066e-01, -5.559402124389457578e-01
2.720000000000000195e-01, -5.563179575499759277e-01, -5.561541551650112103e-01
2.730000000000000204e-01, -5.565293049328559061e-01, -5.563665122161293164e-01
2.740000000000000213e-01, -5.567390364834794436e-01, -5.565772685263544739e-01
2.750000000000000222e-01, -5.569471373026049221e-01, -5.567864091432728202e-01
2.760000000000000231e-01, -5.571535926068380551e-01, -5.569939192290617180e-01
2.770000000000000240e-01, -5.573583877296804934e-01, -5.571997840615464659e-01
2.780000000000000249e-01, -5.575615081225732128e-01, -5.574039890352424642e-01
2.790000000000000258e-01, -5.577629393559286886e-01, -5.576065196623954945e-01
2.800000000000000266e-01, -5.579626671201568522e-01, -5.578073615740090085e-01
2.810000000000000275e-01, -5.581606772266817229e-01, -5.580065005208644235e-01
2.820000000000000284e-01, -5.583569556089480468e-01, -5.582039223745329792e-01
2.830000000000000293e-01, -5.585514883234221628e-01, -5.583996131283801567e-01
2.840000000000000302e-01, -5.587442615505822108e-01, -5.585935588985589950e-01
2.850000000000000311e-01, -5.589352615958989023e-01, -5.587857459249958580e-01
2.860000000000000320e-01, -5.591244748908092976e-01, -5.589761605723695403e-01
2.870000000000000329e-01, -5.593118879936808119e-01, -5.591647893310769390e-01
